id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U004017,2025-12-28,UC0243,Piramal Realty Greens,Piramal Realty,tier2,,Bhandup,Central,mid,19.14011,72.93409,2BHK,2,726,886,67.4,25,25,north-west,2025,2024,1200,ready_to_move,Sahar Road,Line 3,102,10.3,15960000,21997,191524,8.7,2025,12
U004018,2021-12-08,UC0139,JP Infra Imperia,JP Infra,tier2,P51821551,Prabhadevi,South Mumbai,luxury,19.01724,72.84648,5BHK_penthouse,5,2025,2606,188.2,31,35,north-east,2024,2026,100,ready_to_move,Wadala Harbour,Harbour,22,6.37,168310000,83102,2019721,6.7,2021,12
U004019,2023-10-04,UC0140,Lodha Palazzo,Lodha,tier1,,Ghodbunder Road,Thane,mid,19.23949,72.95156,3BHK,3,875,1059,81.3,13,35,north,2025,2027,200,ready_within_6m,Thane CR,Central Rail,82,20.7,13095000,14970,157138,9.2,2023,10
U004020,2025-01-19,UC0191,Rustomjee Towers,Rustomjee,tier1,P51769030,Sewri,South Mumbai,premium,19.0008,72.85378,2BHK,2,652,802,60.6,16,25,north-east,2024,2026,800,under_construction,Dadar CR,Central Rail,32,7.88,28095000,43063,337144,8.95,2025,1
U004021,2024-07-02,UC0048,Nirmal Lifestyle Vista,Nirmal Lifestyle,tier2,P51930939,Kurla East,Central,mid,19.071,72.9008,3BHK,3,777,952,72.1,30,50,north-east,2021,2028,1200,under_construction,Jagruti Nagar,Line 1,37,3.24,17762000,22874,213141,9.2,2024,7
U004022,2023-03-21,UC0161,Dosti Realty Estate,Dosti Realty,tier2,P51824994,Seawoods,Navi Mumbai,mid,19.02871,73.00502,1BHK,1,444,533,41.2,21,50,south-west,2021,2024,400,under_construction,Vashi Harbour,Harbour,68,14.92,7604000,17142,91243,9.2,2023,3
U004023,2022-12-01,UC0153,Godrej Properties Pinnacle,Godrej Properties,tier1,,Badlapur,Thane,affordable,19.17083,73.23526,2BHK,2,551,682,51.2,1,25,west,2025,2028,100,under_construction,Kalyan CR,Central Rail,167,39.98,3837000,6963,46044,8.6,2022,12
U004024,2021-03-20,UC0071,Marathon Estate,Marathon,tier2,P51997451,Matunga,Central,premium,19.02155,72.83307,1BHK,1,442,547,41.1,9,15,south-west,2023,2025,100,ready_within_6m,Shitaladevi,Line 3,14,6.64,10790000,24415,129475,6.7,2021,3
U004025,2022-10-24,UC0245,Sunteck Avalon,Sunteck,tier2,,Panvel,Navi Mumbai,affordable,18.99092,73.10477,3BHK,3,1088,1360,101.1,50,50,south,2024,2027,400,under_construction,Belapur TH,Trans-Harbour,92,26.2,10720000,9850,128640,8.6,2022,10
U004026,2024-10-15,UC0082,Piramal Realty Heights,Piramal Realty,tier2,P51727443,Pedder Road,South Mumbai,luxury,18.9766,72.80358,3BHK,3,804,974,74.7,14,15,north,2023,2024,1200,under_construction,Hutatma Chowk,Line 3,73,12.51,68128000,84776,817531,9.2,2024,10
U004027,2025-11-07,UC0085,Piramal Realty Crest,Piramal Realty,tier2,P51746116,Ghansoli,Navi Mumbai,mid,19.12543,73.00813,1BHK,1,344,446,31.9,1,25,north,2024,2025,800,ready_within_6m,Magathane,Line 2A,231,15.77,4707000,13697,56481,8.7,2025,11
U004028,2024-06-06,UC0063,Godrej Properties Avalon,Godrej Properties,tier1,P51782560,Parel,South Mumbai,premium,19.00002,72.82652,2BHK,2,669,830,62.2,29,35,north-east,2024,2028,100,ready_within_6m,Siddhivinayak,Line 3,21,9.02,48974000,73181,587690,9.2,2024,6
U004029,2024-02-06,UC0051,DLF Celeste,DLF,tier1,,Naigaon,Far Western,affordable,19.3409,72.85283,2BHK,2,610,753,56.7,6,25,north,2022,2025,400,under_construction,Anand Nagar,Line 2A,136,30.18,4151000,6801,49808,9.2,2024,2
U004030,2024-05-31,UC0182,DLF Imperia,DLF,tier1,P51766926,Seawoods,Navi Mumbai,mid,19.02662,73.01352,2BHK,2,612,776,56.8,3,35,south-east,2024,2027,100,under_construction,Belapur TH,Trans-Harbour,37,15.84,12870000,21034,154436,9.2,2024,5
U004031,2023-03-29,UC0015,Dosti Realty Palazzo,Dosti Realty,tier2,P51737199,Vile Parle West,Western,premium,19.08966,72.84645,1BHK,1,454,563,42.2,13,15,west,2023,2028,400,ready_within_6m,Chakala,Line 1,46,3.3,18085000,39831,217026,9.2,2023,3
U004032,2022-04-23,UC0091,Lodha Greens,Lodha,tier1,P51920672,Vile Parle East,Western,premium,19.097,72.86003,3BHK,3,690,896,64.1,14,35,north-west,2023,2026,100,under_construction,Marol Naka Metro,Line 3,32,3.18,25199000,36518,302391,7.1,2022,4
U004033,2021-05-14,UC0175,Ajmera Vista,Ajmera,tier2,P51758950,Parel,South Mumbai,premium,18.9956,72.85003,2BHK,2,640,820,59.5,31,50,south,2023,2027,1200,ready_to_move,Siddhivinayak,Line 3,39,8.53,26934000,42081,323212,6.7,2021,5
U004034,2024-08-14,UC0149,DLF Plaza,DLF,tier1,P51878018,Versova,Western,premium,19.13611,72.81553,1BHK,1,445,544,41.3,41,50,north-west,2022,2024,100,under_construction,Azad Nagar,Line 1,18,9.32,19373000,43538,232479,9.2,2024,8
U004035,2022-03-16,UC0173,Godrej Properties Oasis,Godrej Properties,tier1,P51844724,Powai,Central,premium,19.11356,72.92204,2BHK,2,582,703,54.0,23,35,north-west,2022,2027,400,ready_to_move,Azad Nagar,Line 1,122,7.3,20746000,35662,248949,7.1,2022,3
U004036,2023-04-20,UC0192,Kanakia Greens,Kanakia,tier2,,Colaba,South Mumbai,luxury,18.90589,72.84207,1BHK,1,341,430,31.6,7,35,north,2024,2028,200,under_construction,Vidhan Bhavan,Line 3,36,18.48,20066000,58902,240796,9.2,2023,4
U004037,2021-01-31,UC0006,Kalpataru Royale,Kalpataru,tier1,P51762508,Sion,Central,premium,19.04937,72.87147,3BHK,3,938,1128,87.2,10,15,south-west,2023,2028,800,under_construction,Marol Naka Metro,Line 3,85,2.3,23456000,24996,281475,6.7,2021,1
U004038,2021-11-13,UC0158,Kanakia Crown,Kanakia,tier2,,Kopar Khairane,Navi Mumbai,mid,19.09854,73.01369,3BHK,3,1123,1377,104.3,8,35,west,2024,2027,100,ready_to_move,Ghatkopar CR,Central Rail,136,15.43,13709000,12211,164503,6.7,2021,11
U004039,2023-01-16,UC0240,Nirmal Lifestyle Horizon,Nirmal Lifestyle,tier2,P51965262,Sanpada,Navi Mumbai,mid,19.06785,73.01683,3BHK,3,1015,1238,94.3,12,15,north-west,2025,2025,100,under_construction,Gundavali,Line 7,215,15.43,15144000,14922,181730,9.2,2023,1
U004040,2024-05-18,UC0004,Kalpataru Towers,Kalpataru,tier1,P51947712,Airoli,Navi Mumbai,mid,19.16927,72.99928,3BHK,3,812,980,75.4,6,25,north-west,2025,2027,400,under_construction,Thane CR,Central Rail,32,17.5,12798000,15760,153581,9.2,2024,5
U004041,2025-05-11,UC0207,Ekta World Palazzo,Ekta World,tier2,P51843343,Manpada,Thane,mid,19.23423,72.97392,1BHK,1,406,512,37.7,7,25,north-west,2022,2026,400,ready_to_move,Cuffe Parade,Line 3,475,21.27,4678000,11514,56141,8.95,2025,5
U004042,2026-04-10,UC0233,Marathon Greens,Marathon,tier2,P51873597,Kurla West,Central,mid,19.08311,72.8845,3BHK,3,884,1110,82.2,5,15,north,2021,2024,400,under_construction,Kurla CR,Central Rail,18,2.11,23286000,26328,279434,8.7,2026,4
U004043,2023-12-30,UC0172,Godrej Properties Imperia,Godrej Properties,tier1,P51942896,Matunga,Central,premium,19.02326,72.8406,2BHK,2,599,750,55.7,15,25,west,2022,2025,400,ready_to_move,Dadar CR,Central Rail,11,6.05,24384000,40681,292607,9.2,2023,12
U004044,2022-01-05,UC0135,Runwal Garden,Runwal,tier2,P51934428,Goregaon West,Western,mid,19.17401,72.84243,3BHK,3,921,1183,85.6,25,35,east,2025,2027,200,ready_within_6m,Marol Naka Metro,Line 3,101,11.92,23055000,25037,276666,7.1,2022,1
U004045,2024-06-24,UC0026,Wadhwa Palazzo,Wadhwa,tier2,P51700661,Tardeo,South Mumbai,luxury,18.96115,72.80863,1BHK,1,368,475,34.2,31,50,north,2023,2027,400,under_construction,Girgaon,Line 3,11,13.72,24928000,67775,299133,9.2,2024,6
U004046,2026-01-22,UC0140,Lodha Palazzo,Lodha,tier1,,Ghodbunder Road,Thane,mid,19.23949,72.95156,2BHK,2,599,747,55.7,15,25,west,2025,2027,200,under_construction,Ovaripada,Line 7,123,20.7,7940000,13246,95275,8.7,2026,1
U004047,2024-07-29,UC0157,Runwal Pinnacle,Runwal,tier2,P51777955,Goregaon East,Western,mid,19.16415,72.86189,2BHK,2,622,762,57.8,34,35,east,2024,2025,100,ready_within_6m,Jagruti Nagar,Line 1,108,10.5,16374000,26306,196492,9.2,2024,7
U004048,2023-02-10,UC0216,Nirmal Lifestyle Oasis,Nirmal Lifestyle,tier2,P51728802,Malad West,Western,mid,19.1811,72.84729,3BHK,3,867,1115,80.6,14,35,south-east,2024,2026,1200,under_construction,Lower Oshiwara,Line 2A,20,12.58,21568000,24874,258822,9.2,2023,2
U004049,2022-08-12,UC0118,Nirmal Lifestyle Crown,Nirmal Lifestyle,tier2,P51972870,Naigaon,Far Western,affordable,19.35311,72.85337,3BHK,3,940,1193,87.3,35,35,east,2021,2025,800,ready_within_6m,Borivali WR,Western Rail,170,31.53,5472000,5823,65669,8.6,2022,8
U004050,2026-01-24,UC0056,Oberoi Realty Meadows,Oberoi Realty,tier1,P51830703,Kalyan,Thane,affordable,19.23608,73.13026,3BHK,3,914,1157,84.9,20,25,east,2024,2024,200,under_construction,Kalyan CR,Central Rail,6,32.99,9564000,10468,114772,8.7,2026,1
U004051,2021-06-10,UC0244,Hiranandani Skyline,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40219,72.82909,2BHK,2,799,970,74.3,10,15,north-east,2023,2025,800,under_construction,Azad Nagar,Line 1,363,37.19,5558000,6952,66695,6.7,2021,6
U004052,2025-06-19,UC0161,Dosti Realty Estate,Dosti Realty,tier2,P51824994,Seawoods,Navi Mumbai,mid,19.02871,73.00502,2BHK,2,723,921,67.1,34,35,north,2021,2024,400,ready_to_move,Vidyanagari,Line 3,207,14.92,13977000,19339,167729,8.95,2025,6
U004053,2023-10-08,UC0071,Marathon Estate,Marathon,tier2,P51997451,Matunga,Central,premium,19.02155,72.83307,2BHK,2,814,1027,75.6,15,15,north-east,2023,2025,100,under_construction,Dadar Metro,Line 3,13,6.64,36075000,44323,432902,9.2,2023,10
U004054,2025-11-29,UC0088,Marathon Residences,Marathon,tier2,,Kharghar,Navi Mumbai,affordable,19.05478,73.06598,1BHK,1,383,465,35.6,10,15,south,2024,2027,800,under_construction,Kharghar TH,Trans-Harbour,14,20.67,5149000,13456,61794,8.7,2025,11
U004055,2022-06-21,UC0089,Ekta World Celeste,Ekta World,tier2,P51707624,Sanpada,Navi Mumbai,mid,19.06098,73.01307,2BHK,2,558,712,51.8,32,35,west,2024,2026,800,under_construction,International Airport,Line 3,191,15.07,8367000,14992,100406,7.1,2022,6
U004056,2026-02-12,UC0072,Ajmera The Park,Ajmera,tier2,P51737017,Sion,Central,premium,19.03613,72.85356,5BHK_penthouse,5,2088,2633,193.9,1,35,north-east,2024,2025,100,under_construction,Dharavi,Line 3,16,4.14,68894000,33002,826728,8.7,2026,2
U004057,2022-10-06,UC0225,Mahindra Lifespaces Estate,Mahindra Lifespaces,tier1,P51887855,Andheri West,Western,premium,19.14072,72.84461,2BHK,2,701,842,65.2,16,35,west,2022,2027,800,ready_within_6m,Chakala,Line 1,56,8.3,26482000,37752,317786,8.6,2022,10
U004058,2025-10-06,UC0138,Tata Housing Estate,Tata Housing,tier1,P51945849,Dadar West,Central,premium,19.01379,72.82537,2BHK,2,701,868,65.1,12,15,south,2023,2027,100,under_construction,Acharya Atre Chowk,Line 3,8,7.81,30753000,43885,369032,8.7,2025,10
U004059,2025-06-10,UC0208,Nirmal Lifestyle Symphony,Nirmal Lifestyle,tier2,P51818632,Ghatkopar East,Central,mid,19.09439,72.92362,1BHK,1,470,593,43.7,24,25,north-east,2025,2025,200,ready_to_move,Vashi Harbour,Harbour,102,6.25,12396000,26377,148747,8.95,2025,6
U004060,2021-01-27,UC0122,Sunteck Imperia,Sunteck,tier2,P51779118,Borivali East,Western,mid,19.22149,72.865,2BHK,2,548,702,51.0,13,25,north-east,2023,2026,100,under_construction,Borivali East,Line 2A,18,16.85,7853000,14319,94242,6.7,2021,1
U004061,2022-09-03,UC0241,DLF Celeste,DLF,tier1,P51711921,Borivali East,Western,mid,19.23376,72.85462,1BHK,1,336,425,31.2,11,25,north,2023,2025,800,ready_within_6m,Borivali East,Line 2A,12,18.28,5668000,16890,68016,8.6,2022,9
U004062,2025-01-02,UC0227,Oberoi Realty Imperia,Oberoi Realty,tier1,P51804828,BKC (Bandra-Kurla),Central,luxury,19.07052,72.87099,3BHK,3,1112,1397,103.3,21,25,east,2025,2028,200,under_construction,BKC Metro,Line 3,5,0.12,96992000,87234,1163909,8.95,2025,1
U004063,2024-01-27,UC0236,Godrej Properties Imperia,Godrej Properties,tier1,P51796632,Kanjurmarg,Central,mid,19.1327,72.93862,2BHK,2,710,877,66.0,5,25,north-east,2022,2026,200,under_construction,Vashi Harbour,Harbour,108,10.03,18729000,26372,224749,9.2,2024,1
U004064,2021-05-18,UC0009,Sheth Creators Heights,Sheth Creators,tier2,P51926769,Bhayandar,Western,affordable,19.29801,72.84679,3BHK,3,1029,1269,95.6,35,35,south-east,2024,2024,200,under_construction,Marol Naka Metro,Line 3,264,25.47,12953000,12583,155431,6.7,2021,5
U004065,2025-12-24,UC0122,Sunteck Imperia,Sunteck,tier2,P51779118,Borivali East,Western,mid,19.22149,72.865,1BHK,1,412,519,38.3,6,25,north-west,2023,2026,100,under_construction,Poisar,Line 7,33,16.85,7142000,17318,85709,8.7,2025,12
U004066,2024-06-10,UC0005,Ekta World Plaza,Ekta World,tier2,P51892275,Matunga,Central,premium,19.03399,72.86933,3BHK,3,1207,1538,112.2,14,25,south-west,2023,2025,100,under_construction,Saki Naka,Line 1,100,4.0,49367000,40885,592409,9.2,2024,6
U004067,2024-12-12,UC0156,Ajmera Greens,Ajmera,tier2,P51774746,Borivali East,Western,mid,19.2267,72.84795,3BHK,3,952,1163,88.4,10,25,north-east,2023,2025,800,under_construction,Eksar,Line 2A,12,17.58,17996000,18907,215948,9.2,2024,12
U004068,2023-03-03,UC0139,JP Infra Imperia,JP Infra,tier2,P51821551,Prabhadevi,South Mumbai,luxury,19.01724,72.84648,2BHK,2,534,685,49.6,19,35,south-west,2024,2026,100,ready_to_move,Siddhivinayak,Line 3,26,6.37,33671000,63058,404055,9.2,2023,3
U004069,2023-11-15,UC0050,Ajmera Oasis,Ajmera,tier2,P51727283,Thane West,Thane,mid,19.2278,72.95992,3BHK,3,933,1147,86.6,17,25,north-west,2023,2025,400,under_construction,Kurla CR,Central Rail,237,19.93,15021000,16105,180249,9.2,2023,11
U004070,2022-08-03,UC0218,Tata Housing Towers,Tata Housing,tier1,,Bhayandar,Western,affordable,19.30033,72.85022,2BHK,2,646,792,60.0,23,35,north-west,2025,2028,100,under_construction,Dindoshi,Line 7,177,25.7,8281000,12823,99371,8.6,2022,8
U004071,2021-10-13,UC0169,Lodha Vista,Lodha,tier1,P51996339,Colaba,South Mumbai,luxury,18.91298,72.80632,2BHK,2,657,830,61.0,1,15,north-east,2022,2025,100,under_construction,Vidhan Bhavan,Line 3,27,18.7,55501000,84514,666008,6.7,2021,10
U004072,2024-10-17,UC0134,Kalpataru Vista,Kalpataru,tier1,P51966152,Lokhandwala,Western,premium,19.14872,72.80867,3BHK,3,905,1151,84.1,14,15,north-east,2025,2028,200,under_construction,Versova,Line 1,12,10.87,34029000,37607,408343,9.2,2024,10
U004073,2025-06-08,UC0190,JP Infra Residences,JP Infra,tier2,P51955923,Belapur,Navi Mumbai,mid,19.00622,73.05436,1BHK,1,509,652,47.3,23,25,south-east,2023,2028,800,under_construction,Eksar,Line 2A,384,20.64,8777000,17254,105325,8.95,2025,6
U004074,2021-06-16,UC0040,Godrej Properties Skyline,Godrej Properties,tier1,P51912074,Vikhroli,Central,mid,19.10566,72.91627,3BHK,3,872,1047,81.0,4,35,south,2024,2025,1200,under_construction,Ghatkopar CR,Central Rail,28,6.27,20070000,23025,240841,6.7,2021,6
U004075,2024-08-25,UC0111,Piramal Realty Avalon,Piramal Realty,tier2,P51766401,Ghansoli,Navi Mumbai,mid,19.12154,73.00038,2BHK,2,565,730,52.5,5,15,west,2024,2025,1200,under_construction,Dharavi,Line 3,219,14.85,7525000,13319,90298,9.2,2024,8
U004076,2022-04-18,UC0234,Oberoi Realty Royale,Oberoi Realty,tier1,P51820916,Bandra East,Western,premium,19.06549,72.84794,3BHK,3,858,1041,79.7,15,15,south,2022,2024,100,under_construction,Vidyanagari,Line 3,29,2.37,37175000,43315,446095,7.1,2022,4
U004077,2024-10-20,UC0246,Marathon Garden,Marathon,tier2,P51808585,Matunga,Central,premium,19.02298,72.8461,1BHK,1,493,627,45.8,29,35,north,2022,2025,1200,ready_to_move,Dadar Metro,Line 3,8,5.8,19349000,39270,232188,9.2,2024,10
U004078,2024-05-12,UC0213,Oberoi Realty Heights,Oberoi Realty,tier1,P51896423,Prabhadevi,South Mumbai,luxury,19.01204,72.81491,2BHK,2,692,830,64.2,1,35,south-west,2025,2026,200,under_construction,Siddhivinayak,Line 3,21,8.66,45024000,65110,540293,9.2,2024,5
U004079,2021-04-16,UC0027,Ekta World Meadows,Ekta World,tier2,P51976395,Dombivli,Thane,affordable,19.21983,73.08186,2BHK,2,695,855,64.6,1,35,south,2025,2027,400,under_construction,Kalyan CR,Central Rail,74,27.8,4883000,7021,58592,6.7,2021,4
U004080,2025-09-26,UC0231,Mahindra Lifespaces Garden,Mahindra Lifespaces,tier1,P51760480,Seawoods,Navi Mumbai,mid,19.02245,73.02256,3BHK,3,1145,1453,106.4,11,25,north,2025,2026,400,ready_within_6m,Belapur TH,Trans-Harbour,27,16.88,22270000,19446,267240,8.7,2025,9
U004081,2025-01-21,UC0161,Dosti Realty Estate,Dosti Realty,tier2,P51824994,Seawoods,Navi Mumbai,mid,19.02871,73.00502,1BHK,1,419,543,38.9,3,25,north-east,2021,2024,400,ready_within_6m,Nerul Harbour,Harbour,20,14.92,8608000,20554,103296,8.95,2025,1
U004082,2025-01-14,UC0181,Lodha Grandeur,Lodha,tier1,P51871445,Virar,Far Western,affordable,19.4585,72.82442,3BHK,3,967,1164,89.9,5,25,west,2022,2025,100,ready_to_move,Virar WR,Western Rail,20,43.46,7736000,7999,92833,8.95,2025,1
U004083,2024-05-19,UC0127,Ajmera Residences,Ajmera,tier2,P51875213,Walkeshwar,South Mumbai,luxury,18.95201,72.80362,2BHK,2,681,859,63.3,10,25,west,2023,2028,100,under_construction,Borivali WR,Western Rail,382,14.86,63727000,93517,764724,9.2,2024,5
U004084,2022-02-17,UC0231,Mahindra Lifespaces Garden,Mahindra Lifespaces,tier1,P51760480,Seawoods,Navi Mumbai,mid,19.02245,73.02256,1BHK,1,431,529,40.0,11,15,south-west,2025,2026,400,under_construction,Devipada,Line 2A,328,16.88,6807000,15795,81686,7.1,2022,2
U004085,2022-07-19,UC0135,Runwal Garden,Runwal,tier2,P51934428,Goregaon West,Western,mid,19.17401,72.84243,4BHK,4,1290,1594,119.8,20,25,north-east,2025,2027,200,under_construction,Sahar Road,Line 3,104,11.92,37157000,28807,445887,8.6,2022,7
U004086,2022-01-17,UC0220,Oberoi Realty Royale,Oberoi Realty,tier1,P51879776,Parel,South Mumbai,premium,18.9995,72.83335,5BHK_penthouse,5,1949,2380,181.1,7,15,east,2022,2026,400,under_construction,Worli Metro,Line 3,31,8.74,89927000,46141,1079127,7.1,2022,1
U004087,2022-02-22,UC0048,Nirmal Lifestyle Vista,Nirmal Lifestyle,tier2,P51930939,Kurla East,Central,mid,19.071,72.9008,4BHK,4,1474,1907,137.0,50,50,north-east,2021,2028,1200,under_construction,Asalpha,Line 1,49,3.24,32963000,22360,395558,7.1,2022,2
U004088,2021-02-18,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,1BHK,1,408,506,37.9,16,35,south-east,2025,2025,200,ready_to_move,Thane CR,Central Rail,278,31.01,2220000,5443,26637,6.7,2021,2
U004089,2024-11-11,UC0112,Piramal Realty Garden,Piramal Realty,tier2,,Andheri West,Western,premium,19.14634,72.82158,3BHK,3,1128,1460,104.8,23,50,east,2025,2027,1200,ready_to_move,Azad Nagar,Line 1,29,9.9,43478000,38549,521732,9.2,2024,11
U004090,2024-05-02,UC0117,Rustomjee Crown,Rustomjee,tier1,P51951876,Mahalaxmi,South Mumbai,luxury,18.99013,72.82553,3BHK,3,1070,1384,99.4,11,25,south-west,2023,2026,400,under_construction,Mumbai Central Metro,Line 3,25,10.04,71411000,66766,856928,9.2,2024,5
U004091,2021-10-16,UC0205,Runwal Residences,Runwal,tier2,P51733810,Prabhadevi,South Mumbai,luxury,19.01338,72.83181,4BHK,4,1664,2030,154.6,9,15,south-west,2023,2025,1200,under_construction,Siddhivinayak,Line 3,6,7.47,89937000,54054,1079241,6.7,2021,10
U004092,2022-05-03,UC0127,Ajmera Residences,Ajmera,tier2,P51875213,Walkeshwar,South Mumbai,luxury,18.95201,72.80362,3BHK,3,1033,1291,96.0,4,15,south,2023,2028,100,under_construction,Kalbadevi,Line 3,41,14.86,95490000,92447,1145881,7.1,2022,5
U004093,2025-12-16,UC0025,Kanakia Garden,Kanakia,tier2,P51982168,Bandra East,Western,premium,19.06633,72.84079,3BHK,3,792,1008,73.6,2,15,south-west,2023,2027,800,under_construction,Bandra WR,Western Rail,18,3.1,33392000,42155,400705,8.7,2025,12
U004094,2022-05-07,UC0046,Sunteck Plaza,Sunteck,tier2,P51821104,Dadar West,Central,premium,19.01957,72.85691,4BHK,4,1489,1819,138.3,15,25,south-west,2023,2028,800,under_construction,Shitaladevi,Line 3,29,5.77,58367000,39197,700402,7.1,2022,5
U004095,2023-03-05,UC0110,Nirmal Lifestyle Park Avenue,Nirmal Lifestyle,tier2,P51912265,Malad West,Western,mid,19.18688,72.85727,1BHK,1,550,700,51.1,5,15,north-east,2025,2025,800,ready_to_move,Poisar,Line 7,14,13.07,13479000,24494,161751,9.2,2023,3
U004096,2025-03-05,UC0184,Hiranandani Horizon,Hiranandani,tier1,P51743100,Mulund East,Central,mid,19.16935,72.97277,1BHK,1,403,498,37.4,24,50,south-east,2023,2025,100,ready_to_move,Western Express Highway,Line 1,161,15.45,10704000,26577,128452,8.95,2025,3
U004097,2025-07-12,UC0035,Piramal Realty Symphony,Piramal Realty,tier2,P51908919,Nala Sopara,Far Western,affordable,19.42074,72.81684,1BHK,1,423,515,39.3,33,35,north-west,2021,2028,400,under_construction,Churchgate,Line 3,651,39.4,3054000,7226,36644,8.7,2025,7
U004098,2021-11-29,UC0072,Ajmera The Park,Ajmera,tier2,P51737017,Sion,Central,premium,19.03613,72.85356,3BHK,3,1094,1336,101.7,15,15,west,2024,2025,100,under_construction,Wadala Harbour,Harbour,31,4.14,30752000,28103,369023,6.7,2021,11
U004099,2023-08-26,UC0085,Piramal Realty Crest,Piramal Realty,tier2,P51746116,Ghansoli,Navi Mumbai,mid,19.12543,73.00813,2BHK,2,529,669,49.2,18,35,south-east,2024,2025,800,ready_to_move,Ghatkopar CR,Central Rail,136,15.77,7124000,13459,85493,9.2,2023,8
U004100,2022-03-27,UC0049,Kalpataru Horizon,Kalpataru,tier1,P51735725,Mulund West,Central,mid,19.1786,72.95241,2BHK,2,711,905,66.0,12,25,east,2025,2026,100,under_construction,Kurar,Line 7,126,14.86,15617000,21976,187410,7.1,2022,3
U004101,2024-02-22,UC0011,Oberoi Realty Park Avenue,Oberoi Realty,tier1,P51959900,Malad West,Western,mid,19.18543,72.85509,1BHK,1,393,475,36.5,6,15,south-east,2023,2026,1200,under_construction,Dahanukarwadi,Line 2A,14,12.93,10113000,25737,121350,9.2,2024,2
U004102,2024-11-06,UC0235,Ekta World Garden,Ekta World,tier2,P51930623,Walkeshwar,South Mumbai,luxury,18.95531,72.79082,5BHK_penthouse,5,2852,3477,265.0,16,25,south-west,2024,2027,400,ready_to_move,Mahalaxmi Metro,Line 3,55,15.23,248489000,87129,2981863,9.2,2024,11
U004103,2021-02-25,UC0223,Piramal Realty Royale,Piramal Realty,tier2,P51774489,Dombivli,Thane,affordable,19.21178,73.08263,2BHK,2,610,787,56.6,22,25,west,2021,2026,200,under_construction,Churchgate,Line 3,493,27.34,4724000,7750,56692,6.7,2021,2
U004104,2025-06-20,UC0084,Godrej Properties Park Avenue,Godrej Properties,tier1,P51961788,Mira Road,Western,affordable,19.28659,72.83779,2BHK,2,568,719,52.8,23,25,north-west,2023,2026,800,under_construction,Gundavali,Line 7,220,24.32,9775000,17212,117295,8.95,2025,6
