id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S007783,2021-09-02,Borivali East,Western,mid,19.23252,72.85112,1BHK,1,382,480,35.5,12,30,2000,north-east,fully_furnished,none,3,False,Local Builder,local,Borivali WR,Western Rail,4,walk,18.18,34.15,5232000,13709,62783,6.7,2021,9,26,13696.335078534032,2,96,41.93293149847095,Medium
S007784,2024-01-24,Breach Candy,South Mumbai,luxury,18.95961,72.79365,3BHK,3,692,839,64.3,2,7,2022,south,semi_furnished,1_covered,1,False,Kanakia,tier2,Worli Metro,Line 3,21,auto/bus,14.67,4.85,44132000,63809,529582,9.2,2024,1,4,63774.56647398844,5,79,45.88445929484275,Medium
S007785,2021-11-21,Ghatkopar East,Central,mid,19.09407,72.91747,2BHK,2,690,852,64.1,26,30,2016,north,semi_furnished,open,2,False,Nirmal Lifestyle,tier2,Ghatkopar CR,Central Rail,20,walk,5.66,21.08,12722000,18445,152660,6.7,2021,11,10,18437.681159420288,0,80,35.76760399308285,Medium
S007786,2025-07-13,Tardeo,South Mumbai,luxury,18.97136,72.82256,2BHK,2,647,814,60.1,14,20,2020,east,unfurnished,1_covered,2,False,Godrej Properties,tier1,Dadar Metro,Line 3,31,auto/bus,12.05,4.99,37394000,57821,448727,8.7,2025,7,6,57795.98145285935,3,69,40.09094225811627,Medium
S007787,2024-09-03,Sion,Central,premium,19.04047,72.85864,2BHK,2,686,834,63.7,8,12,2019,west,fully_furnished,open,3,False,Ajmera,tier2,Akurli,Line 7,76,auto/bus,3.49,13.19,19858000,28947,238298,9.2,2024,9,7,28947.52186588921,2,24,16.039757538523517,Low
S007788,2025-08-01,Vashi,Navi Mumbai,mid,19.07001,73.00587,2BHK,2,572,712,53.1,4,12,2007,south-east,fully_furnished,1_covered,2,False,Local Builder,local,Vashi Harbour,Harbour,4,walk,14.28,24.93,7860000,13747,94320,8.7,2025,8,19,13741.258741258742,2,96,41.87662646310434,Medium
S007789,2022-09-14,Nerul,Navi Mumbai,mid,19.03371,73.01479,3BHK,3,1037,1328,96.3,16,45,2015,north,fully_furnished,open,1,False,Local Builder,local,Nerul Harbour,Harbour,4,walk,15.74,23.36,14234000,13728,170812,8.6,2022,9,11,13726.133076181291,4,96,42.41585432064073,Medium
S007790,2025-10-10,Marine Drive,South Mumbai,luxury,18.95814,72.83753,3BHK,3,1109,1405,103.0,9,12,2004,south,semi_furnished,1_covered,2,False,Local Builder,local,Girgaon,Line 3,11,auto/bus,12.9,3.81,76593000,69058,919119,8.7,2025,10,22,69064.92335437331,5,89,50.9246560233964,High
S007791,2025-10-30,Breach Candy,South Mumbai,luxury,18.97441,72.80895,4BHK,4,1363,1707,126.6,1,20,2014,north,semi_furnished,none,1,False,Local Builder,local,Grant Road Metro,Line 3,20,walk,12.42,5.55,103209000,75712,1238507,8.7,2025,10,12,75721.93690388848,5,80,48.652089077502936,Medium
S007792,2023-03-04,Belapur,Navi Mumbai,mid,19.01334,73.03856,2BHK,2,763,988,70.9,18,20,2022,south,unfurnished,open,3,False,Wadhwa,tier2,Belapur TH,Trans-Harbour,3,walk,18.8,24.57,8639000,11319,103674,9.2,2023,3,4,11322.411533420707,0,97,41.17955413821045,Medium
S007793,2021-12-06,Manpada,Thane,mid,19.2203,72.98821,2BHK,2,536,657,49.8,1,7,2016,north,fully_furnished,1_covered,2,False,Local Builder,local,Jagruti Nagar,Line 1,72,auto/bus,20.82,36.96,3573000,6671,42873,6.7,2021,12,10,6666.044776119403,2,28,13.41407685418416,Low
S007794,2025-03-11,Kurla West,Central,mid,19.07871,72.86701,3BHK,3,1161,1444,107.9,8,12,2010,west,fully_furnished,none,1,False,Sheth Creators,tier2,Kurla CR,Central Rail,3,walk,1.02,17.53,31140000,26819,373683,8.95,2025,3,16,26821.705426356588,4,97,45.395913037893386,Medium
S007795,2025-03-25,Mumbra,Thane,affordable,19.17023,73.04153,2BHK,2,644,778,59.8,20,20,2018,west,semi_furnished,1_covered,1,False,Local Builder,local,Kurla CR,Central Rail,86,auto/bus,21.19,35.48,2652000,4117,31822,8.95,2025,3,8,4118.012422360249,0,14,6.8004739064856725,Low
S007796,2022-12-16,Malad West,Western,mid,19.19141,72.83952,3BHK,3,883,1097,82.0,12,12,2020,north-east,unfurnished,open,1,False,Local Builder,local,Borivali East,Line 2A,24,auto/bus,13.88,29.5,12469000,14125,149632,8.6,2022,12,6,14121.177802944507,2,76,33.905198893255275,Medium
S007797,2026-01-14,Sanpada,Navi Mumbai,mid,19.074,72.99876,3BHK,3,833,1078,77.4,3,7,2018,north-west,unfurnished,2_covered,1,False,Local Builder,local,Andheri WR,Western Rail,74,auto/bus,13.54,24.65,9002000,10806,108023,8.7,2026,1,8,10806.72268907563,2,26,13.272286425238837,Low
S007798,2021-01-13,Mulund West,Central,mid,19.17089,72.9284,3BHK,3,1010,1263,93.9,1,45,2005,north,semi_furnished,1_covered,3,False,Sunteck,tier2,Jogeshwari East,Line 7,44,auto/bus,12.79,29.32,12487000,12357,149838,6.7,2021,1,21,12363.366336633664,2,56,25.551483286618087,Medium
S007799,2023-07-17,Cuffe Parade,South Mumbai,luxury,18.90384,72.80863,2BHK,2,647,828,60.1,13,20,2024,north-west,semi_furnished,open,2,False,Rustomjee,tier1,Cuffe Parade,Line 3,2,walk,19.57,2.98,50196000,77597,602352,9.2,2023,7,2,77582.68933539413,3,98,55.639321906127975,High
S007800,2021-06-12,Lower Parel,South Mumbai,premium,18.99754,72.82645,4BHK,4,1539,1990,143.0,11,20,2024,north-west,unfurnished,none,1,False,Local Builder,local,Siddhivinayak,Line 3,17,auto/bus,9.27,7.9,58340000,37906,700075,6.7,2021,6,2,37907.732293697205,2,83,41.39834089818307,Medium
S007801,2024-04-17,Malad West,Western,mid,19.19413,72.84347,4BHK,4,1380,1711,128.2,4,12,2015,east,unfurnished,1_covered,2,False,Local Builder,local,Dahanukarwadi,Line 2A,6,walk,14.08,29.83,27232000,19735,326789,9.2,2024,4,11,19733.333333333332,2,94,42.18372150411282,Medium
S007802,2023-11-21,Santacruz West,Western,premium,19.08573,72.84117,2BHK,2,745,943,69.2,12,12,2019,north,unfurnished,1_covered,2,False,Mahindra Lifespaces,tier1,Santacruz Metro,Line 3,4,walk,3.5,17.8,39759000,53372,477105,9.2,2023,11,7,53367.785234899326,0,96,49.099551538016556,Medium
S007803,2024-09-01,Sewri,South Mumbai,premium,18.99101,72.84217,2BHK,2,809,1037,75.2,11,12,2023,south-east,unfurnished,1_covered,1,False,Kalpataru,tier1,Grant Road Metro,Line 3,28,auto/bus,9.26,7.43,22084000,27290,265005,9.2,2024,9,3,27297.898640296662,0,72,34.30328165187466,Medium
S007804,2025-11-01,Mira Road,Western,affordable,19.28622,72.86602,4BHK,4,1826,2191,169.6,3,12,2014,south,unfurnished,2_covered,2,False,Runwal,tier2,Vashi Harbour,Harbour,119,auto/bus,24.05,40.25,13945000,7638,167342,8.7,2025,11,12,7636.911281489594,2,0,2.1993102904266766,Low
S007805,2023-05-18,Malad East,Western,mid,19.19152,72.85347,3BHK,3,1012,1300,94.0,11,12,2017,east,fully_furnished,1_covered,1,True,Local Builder,local,Kurar,Line 7,9,walk,13.62,29.63,10342000,10224,124099,9.2,2023,5,9,10219.367588932806,4,91,39.74149309611294,Medium
S007806,2026-04-05,Mahalaxmi,South Mumbai,luxury,18.96935,72.82283,1BHK,1,367,475,34.1,8,12,2014,south,semi_furnished,none,1,False,JP Infra,tier2,Mahalaxmi Metro,Line 3,3,walk,12.24,4.77,21639000,59017,259664,8.7,2026,4,12,58961.85286103542,3,97,51.54961285641666,High
S007807,2020-07-30,Wadala,South Mumbai,premium,19.02599,72.86618,1BHK,1,435,551,40.4,19,30,2017,south,unfurnished,2_covered,1,False,Runwal,tier2,Wadala Harbour,Harbour,3,walk,4.91,11.93,8143000,18733,97710,6.7,2020,7,9,18719.540229885057,0,97,42.669404863072586,Medium
S007808,2024-05-15,Ambernath,Thane,affordable,19.20624,73.18567,5BHK_penthouse,5,3105,3747,288.5,4,45,1995,north-east,unfurnished,1_covered,2,False,Local Builder,local,Acharya Atre Chowk,Line 3,176,auto/bus,36.46,49.14,10486000,3377,125833,9.2,2024,5,31,3377.133655394525,2,0,1.3707652489032995,Low
S007809,2020-02-15,Lower Parel,South Mumbai,premium,19.00164,72.85436,2BHK,2,770,946,71.5,8,12,2017,north,unfurnished,2_covered,1,False,JP Infra,tier2,Worli Metro,Line 3,16,auto/bus,7.78,8.96,31125000,40423,373495,7.85,2020,2,9,40422.07792207792,0,84,41.71672851405623,Medium
S007810,2026-03-21,Ghatkopar East,Central,mid,19.08765,72.9097,3BHK,3,844,1096,78.4,12,20,2000,east,unfurnished,2_covered,3,False,Local Builder,local,Saki Naka,Line 1,21,auto/bus,4.61,20.07,13361000,15825,160327,8.7,2026,3,26,15830.568720379148,2,79,35.4398446972532,Medium
S007811,2025-07-19,Borivali West,Western,mid,19.22527,72.85606,3BHK,3,933,1155,86.7,2,45,2016,south-east,unfurnished,1_covered,1,False,Nirmal Lifestyle,tier2,Eksar,Line 2A,16,auto/bus,17.33,33.4,13782000,14768,165381,8.7,2025,7,10,14771.70418006431,2,84,37.22615840951967,Medium
S007812,2020-07-01,Nerul,Navi Mumbai,mid,19.03418,73.02767,2BHK,2,601,773,55.8,12,12,2020,south-east,unfurnished,1_covered,1,False,Local Builder,local,Nerul Harbour,Harbour,3,walk,17.04,24.56,5511000,9168,66127,6.7,2020,7,6,9169.717138103162,0,97,40.81505527127563,Medium
S007813,2023-04-16,Powai,Central,premium,19.12885,72.86271,4BHK,4,1596,1971,148.3,3,12,2020,south-west,semi_furnished,none,1,False,Local Builder,local,Mahalaxmi Metro,Line 3,73,auto/bus,6.59,22.87,40646000,25461,487750,9.2,2023,4,6,25467.418546365916,2,27,16.516802666929095,Low
S007814,2024-07-20,Malad West,Western,mid,19.18514,72.84509,2BHK,2,797,968,74.1,1,7,2021,north,semi_furnished,1_covered,1,False,Local Builder,local,Poisar,Line 7,20,walk,13.07,28.85,12171000,15262,146048,9.2,2024,7,5,15271.016311166875,0,80,35.134562517459536,Medium
S007815,2021-03-11,Kalwa,Thane,affordable,19.19806,73.01099,2BHK,2,641,826,59.5,22,45,1997,north-west,unfurnished,1_covered,2,True,Ekta World,tier2,Asalpha,Line 1,66,auto/bus,20.55,36.05,1749000,2730,20984,6.7,2021,3,29,2728.5491419656787,0,34,14.717755288736422,Low
S007816,2024-10-15,Taloja,Navi Mumbai,affordable,19.07658,73.10712,3BHK,3,896,1137,83.2,22,30,2019,south-east,fully_furnished,1_covered,1,False,Local Builder,local,Thane CR,Central Rail,79,auto/bus,24.93,34.15,5855000,6538,70263,9.2,2024,10,7,6534.598214285715,4,21,11.078394192997438,Low
S007817,2025-01-17,Mahalaxmi,South Mumbai,luxury,18.97001,72.81656,4BHK,4,1956,2524,181.7,17,30,2018,north-east,fully_furnished,1_covered,2,False,Runwal,tier2,Mahalaxmi Metro,Line 3,3,walk,12.46,4.9,156682000,80104,1880190,8.95,2025,1,8,80103.27198364008,7,97,56.92718235406748,High
S007818,2022-05-14,Kalyan,Thane,affordable,19.24549,73.13305,2BHK,2,639,792,59.4,17,20,2022,south,semi_furnished,2_covered,1,False,Local Builder,local,Kalyan CR,Central Rail,2,walk,33.83,48.11,3071000,4805,36849,7.1,2022,5,4,4805.946791862285,0,98,40.48662683165093,Medium
S007819,2022-02-20,Sion,Central,premium,19.03728,72.87019,4BHK,4,1634,2084,151.8,6,7,2004,south-west,semi_furnished,open,2,False,Local Builder,local,Airport Road,Line 1,31,auto/bus,3.64,13.25,30794000,18846,369523,7.1,2022,2,22,18845.77723378213,2,69,32.001673858543874,Medium
S007820,2025-09-22,Vile Parle West,Western,premium,19.08761,72.84133,3BHK,3,854,1077,79.4,1,7,2024,north-west,semi_furnished,open,2,False,Marathon,tier2,Gundavali,Line 7,15,auto/bus,3.59,18.01,32692000,38266,392307,8.7,2025,9,2,38281.03044496487,2,85,42.283788523186104,Medium
S007821,2023-12-21,Sewri,South Mumbai,premium,19.00062,72.85753,4BHK,4,1247,1531,115.9,4,12,2023,north,fully_furnished,1_covered,2,False,Oberoi Realty,tier1,Dadar Metro,Line 3,15,auto/bus,7.83,8.98,37771000,30278,453255,9.2,2023,12,3,30289.494787489977,4,85,41.28207533822245,Medium
S007822,2024-10-30,Juhu,Western,luxury,19.09763,72.8285,4BHK,4,1472,1835,136.8,31,45,2019,south,semi_furnished,none,3,False,Marathon,tier2,Shitaladevi,Line 3,38,auto/bus,5.33,19.04,75837000,51503,910048,9.2,2024,10,7,51519.70108695652,5,62,36.613786175613484,Medium
S007823,2023-11-12,Ghatkopar East,Central,mid,19.08789,72.90311,1BHK,1,397,487,36.9,6,12,2020,south-east,fully_furnished,2_covered,2,True,JP Infra,tier2,Ghatkopar,Line 1,20,walk,4.01,19.79,5029000,12656,60353,9.2,2023,11,6,12667.50629722922,2,80,35.330046689202625,Medium
S007824,2020-08-02,Versova,Western,premium,19.12782,72.81969,3BHK,3,805,999,74.8,10,12,1988,west,semi_furnished,1_covered,1,False,Dosti Realty,tier2,Versova,Line 1,2,walk,8.32,22.39,18804000,23347,225644,6.7,2020,8,38,23359.006211180124,2,98,44.52258017443098,Medium
S007825,2021-03-07,Mazgaon,South Mumbai,premium,18.97541,72.8399,1BHK,1,468,594,43.5,2,20,2012,west,unfurnished,2_covered,1,False,Local Builder,local,CSMT CR,Central Rail,18,auto/bus,10.98,5.7,9352000,19967,112224,6.7,2021,3,14,19982.905982905984,0,82,36.90032899914458,Medium
S007826,2022-08-21,Vile Parle East,Western,premium,19.0934,72.82747,1BHK,1,353,437,32.8,18,45,2020,south-east,unfurnished,open,2,False,Sheth Creators,tier2,MIDC Andheri,Line 3,21,auto/bus,5.17,18.56,8846000,25041,106149,8.6,2022,8,6,25059.490084985835,0,79,36.7212454442686,Medium
S007827,2024-04-13,Walkeshwar,South Mumbai,luxury,18.95979,72.78532,3BHK,3,920,1171,85.5,20,20,2020,north-east,semi_furnished,1_covered,1,False,Local Builder,local,CSMT Metro,Line 3,24,auto/bus,15.15,5.48,61220000,66531,734643,9.2,2024,4,6,66543.47826086957,5,76,45.22253453119896,Medium
S007828,2025-02-06,Walkeshwar,South Mumbai,luxury,18.95069,72.80748,3BHK,3,838,1081,77.9,5,7,2024,west,fully_furnished,open,1,False,Rustomjee,tier1,Worli Metro,Line 3,33,auto/bus,14.81,3.19,77076000,91958,924908,8.95,2025,2,2,91976.13365155131,7,67,47.30457420727594,Medium
S007829,2021-02-24,Malad East,Western,mid,19.18475,72.85719,1BHK,1,457,584,42.4,11,20,2024,north-east,semi_furnished,1_covered,1,False,Sheth Creators,tier2,Devipada,Line 2A,13,auto/bus,12.83,28.93,6601000,14459,79209,6.7,2021,2,2,14444.201312910285,0,87,37.843292198151794,Medium
S007830,2020-02-04,Mazgaon,South Mumbai,premium,18.96958,72.84702,2BHK,2,843,1078,78.3,9,45,2018,west,semi_furnished,2_covered,1,False,Piramal Realty,tier2,Mahalaxmi Metro,Line 3,13,auto/bus,11.42,5.38,20232000,24000,242787,7.85,2020,2,8,24000.0,0,87,39.649426650850145,Medium
S007831,2020-12-14,Mira Road,Western,affordable,19.29847,72.83888,3BHK,3,1178,1462,109.5,4,12,2016,south-east,fully_furnished,open,3,False,Runwal,tier2,Jogeshwari East,Line 7,74,auto/bus,25.61,41.39,8274000,7022,99283,6.7,2020,12,10,7023.769100169779,4,26,13.125260526951898,Low
S007832,2020-12-21,Badlapur,Thane,affordable,19.16083,73.22842,5BHK_penthouse,5,2645,3234,245.8,3,12,2020,south-east,unfurnished,1_covered,2,False,Ekta World,tier2,Borivali East,Line 2A,166,auto/bus,38.99,49.89,7977000,3016,95728,6.7,2020,12,6,3015.8790170132324,2,0,1.3285604111821487,Low
S007833,2023-08-29,Badlapur,Thane,affordable,19.1847,73.22452,4BHK,4,1097,1397,101.9,15,20,2002,east,unfurnished,open,1,False,Local Builder,local,Dindoshi,Line 7,157,auto/bus,39.37,50.98,4584000,4178,55005,9.2,2023,8,24,4178.669097538742,2,0,1.6537500872600348,Low
S007834,2020-02-05,Goregaon West,Western,mid,19.16331,72.84091,3BHK,3,1030,1292,95.7,3,7,2010,east,fully_furnished,1_covered,3,False,JP Infra,tier2,Lower Oshiwara,Line 2A,8,walk,10.82,26.39,18170000,17634,218038,7.85,2020,2,16,17640.776699029127,4,92,41.58183577325262,Medium
S007835,2023-01-11,Mumbra,Thane,affordable,19.18437,73.02065,3BHK,3,1083,1400,100.6,12,12,2007,south,unfurnished,1_covered,1,False,Local Builder,local,Hutatma Chowk,Line 3,144,auto/bus,20.3,35.36,4228000,3906,50736,9.2,2023,1,19,3903.9704524469066,2,0,1.6177184484389784,Low
S007836,2023-08-12,Powai,Central,premium,19.11004,72.90358,2BHK,2,670,869,62.3,10,20,2013,east,fully_furnished,1_covered,2,False,Dosti Realty,tier2,Kurar,Line 7,38,auto/bus,5.68,22.07,20169000,30099,242034,9.2,2023,8,13,30102.985074626864,2,62,31.469381040210227,Medium
S007837,2022-06-02,Airoli,Navi Mumbai,mid,19.15996,73.00701,1BHK,1,345,441,32.0,2,20,2010,north-west,semi_furnished,2_covered,0,False,Local Builder,local,Ghatkopar,Line 1,59,auto/bus,17.53,32.33,3135000,9095,37626,7.1,2022,6,16,9086.95652173913,0,41,18.537979266347687,Low
S007838,2025-05-08,Vasai,Far Western,affordable,19.40134,72.8097,3BHK,3,1064,1366,98.9,10,12,2023,south-west,semi_furnished,1_covered,2,False,Local Builder,local,Sahar Road,Line 3,144,auto/bus,37.38,52.82,4432000,4165,53179,8.95,2025,5,3,4165.413533834587,2,0,1.6586317689530687,Low
S007839,2021-09-03,Borivali East,Western,mid,19.23897,72.86401,2BHK,2,523,642,48.6,9,12,2009,north-east,unfurnished,open,1,False,Local Builder,local,Borivali East,Line 2A,2,walk,18.8,35.0,6458000,12338,77498,6.7,2021,9,17,12347.992351816443,0,98,41.82244670176525,Medium
S007840,2020-07-15,Lower Parel,South Mumbai,premium,18.99736,72.83309,4BHK,4,1848,2305,171.7,22,30,1993,north-west,semi_furnished,1_covered,1,False,Nirmal Lifestyle,tier2,Bandra WR,Western Rail,31,auto/bus,8.96,7.94,47272000,25578,567262,6.7,2020,7,33,25580.08658008658,2,69,33.33675417160264,Medium
S007841,2020-01-29,Nala Sopara,Far Western,affordable,19.42545,72.83245,2BHK,2,534,665,49.6,29,45,2012,east,unfurnished,none,3,False,Ekta World,tier2,Saki Naka,Line 1,151,auto/bus,39.72,55.49,1646000,3086,19757,7.85,2020,1,14,3082.397003745318,0,0,1.2247334143377886,Low
S007842,2026-04-20,Parel,South Mumbai,premium,19.0041,72.83134,4BHK,4,1482,1798,137.7,12,12,2022,east,unfurnished,open,1,False,Local Builder,local,Mumbai Central WR,Western Rail,17,auto/bus,8.38,8.67,48637000,32813,583644,8.7,2026,4,4,32818.488529014845,2,83,40.38316047864795,Medium
S007843,2024-09-24,Dadar West,Central,premium,19.02414,72.83424,1BHK,1,410,518,38.1,3,7,2010,north-west,unfurnished,2_covered,1,False,Godrej Properties,tier1,Dharavi,Line 3,19,auto/bus,6.33,10.91,16094000,39290,193127,9.2,2024,9,16,39253.65853658537,0,81,40.320134957126875,Medium
S007844,2022-05-06,Dadar East,Central,premium,19.01958,72.84983,3BHK,3,879,1057,81.6,17,20,2013,west,semi_furnished,1_covered,2,False,Mahindra Lifespaces,tier1,Shitaladevi,Line 3,9,auto/bus,5.99,10.71,27914000,31763,334972,7.1,2022,5,13,31756.54152445961,2,91,43.38842431754675,Medium
S007845,2026-02-20,Ghansoli,Navi Mumbai,mid,19.11274,73.00984,2BHK,2,639,828,59.3,10,12,2019,north-west,semi_furnished,2_covered,0,False,Local Builder,local,Churchgate WR,Western Rail,122,auto/bus,15.44,28.49,6342000,9929,76099,8.7,2026,2,7,9924.88262910798,0,0,2.143478965625986,Low
S007846,2025-04-06,Malad West,Western,mid,19.18931,72.83289,2BHK,2,612,753,56.8,3,20,2012,north,semi_furnished,1_covered,2,False,Nirmal Lifestyle,tier2,Dahanukarwadi,Line 2A,5,walk,13.83,29.24,11763000,19236,141156,8.95,2025,4,14,19220.58823529412,0,95,41.932212326787386,Medium
S007847,2024-12-20,Malabar Hill,South Mumbai,luxury,18.94926,72.81282,2BHK,2,490,636,45.5,24,30,2020,south-east,semi_furnished,2_covered,1,False,Dosti Realty,tier2,Mumbai Central Metro,Line 3,19,auto/bus,14.71,2.78,35723000,72904,428679,9.2,2024,12,6,72904.08163265306,3,81,47.908793169666595,Medium
S007848,2023-04-21,Nala Sopara,Far Western,affordable,19.41318,72.82809,3BHK,3,1062,1364,98.6,4,20,2015,north-east,unfurnished,1_covered,3,False,JP Infra,tier2,Dadar Metro,Line 3,181,auto/bus,38.41,54.12,3900000,3673,46802,9.2,2023,4,11,3672.316384180791,2,0,1.5910102564102564,Low
S007849,2025-08-17,Seawoods,Navi Mumbai,mid,19.02258,73.005,2BHK,2,776,972,72.1,4,30,2014,south-west,semi_furnished,none,3,False,Piramal Realty,tier2,Sahar Road,Line 3,77,auto/bus,15.14,21.85,9683000,12485,116192,8.7,2025,8,12,12478.092783505155,0,23,11.800273778787567,Low
S007850,2025-02-10,Belapur,Navi Mumbai,mid,19.02102,73.02989,2BHK,2,720,923,66.9,22,30,2023,south,unfurnished,1_covered,1,True,Local Builder,local,Belapur TH,Trans-Harbour,2,walk,17.67,24.1,4600000,6386,55197,8.95,2025,2,3,6388.888888888889,0,98,40.69459130434783,Medium
S007851,2021-04-15,Malad East,Western,mid,19.18393,72.84669,1BHK,1,436,525,40.5,1,45,2022,west,semi_furnished,2_covered,0,False,Runwal,tier2,Dharavi,Line 3,71,auto/bus,12.9,28.73,4496000,10310,53957,6.7,2021,4,4,10311.926605504586,0,29,13.884419928825626,Low
S007852,2025-03-06,Ghatkopar West,Central,mid,19.08365,72.91277,2BHK,2,685,887,63.6,4,7,2022,south-east,semi_furnished,1_covered,2,False,Dosti Realty,tier2,Ghatkopar,Line 1,3,walk,4.74,19.83,18717000,27326,224598,8.95,2025,3,4,27324.087591240877,0,97,44.31862736549662,Medium
S007853,2020-03-20,Borivali West,Western,mid,19.22924,72.83057,3BHK,3,889,1116,82.6,7,30,2017,north,semi_furnished,1_covered,2,False,Local Builder,local,Eksar,Line 2A,14,auto/bus,18.18,33.67,12635000,14211,151621,7.85,2020,3,9,14212.598425196851,2,86,37.9213452314998,Medium
S007854,2022-02-12,Byculla,South Mumbai,premium,18.98853,72.84232,1BHK,1,379,483,35.2,13,30,2011,north,unfurnished,1_covered,1,False,Ajmera,tier2,CSMT CR,Central Rail,25,auto/bus,9.51,7.17,9185000,24260,110223,7.1,2022,2,15,24234.828496042217,0,75,34.96087316276538,Medium
S007855,2025-12-27,Andheri East,Western,mid,19.12518,72.86021,4BHK,4,1490,1822,138.5,3,12,2012,north-west,unfurnished,1_covered,1,False,Kanakia,tier2,Andheri,Line 1,4,walk,6.22,22.42,36299000,24354,435590,8.7,2025,12,14,24361.74496644295,2,96,43.898348968291145,Medium
S007856,2023-05-16,Bhandup,Central,mid,19.14999,72.93174,2BHK,2,544,694,50.6,5,12,1994,west,semi_furnished,open,1,False,Wadhwa,tier2,Chakala,Line 1,42,auto/bus,11.01,27.32,6097000,11201,73164,9.2,2023,5,32,11207.720588235294,0,58,25.604215089388227,Medium
S007857,2024-06-28,Malabar Hill,South Mumbai,luxury,18.95204,72.80611,4BHK,4,1500,1931,139.3,8,30,2020,west,semi_furnished,1_covered,1,False,Local Builder,local,Mumbai Central Metro,Line 3,16,auto/bus,14.74,3.39,116910000,77964,1402923,9.2,2024,6,6,77940.0,5,84,50.70135358823027,High
S007858,2025-08-23,Bandra East,Western,premium,19.06092,72.84978,2BHK,2,642,771,59.7,19,20,2009,north-east,fully_furnished,1_covered,1,False,Nirmal Lifestyle,tier2,Bandra WR,Western Rail,9,walk,2.35,15.2,29917000,46584,359000,8.7,2025,8,17,46599.68847352025,2,91,46.350225811411576,Medium
